origin_airport_id,frequency,relative_frequency
13264,17544,0.0011014921690398703
11603,17393,0.0010920117017846822
10990,17290,0.0010855448929947195
12323,17258,0.001083535787351236
14489,16962,0.0010649515601490129
11775,16739,0.0010509506051959868
15624,16647,0.0010451744264709714
12448,16637,0.0010445465809573828
10874,16468,0.0010339359917777352
10849,15931,0.0010002206876980264
10781,15242,0.0009569621318117707
14112,15205,0.0009546391034114928
14689,15190,0.0009536973351411098
11823,15137,0.0009503697539190902
14986,14873,0.0009337946323603507
14696,14733,0.00092500479517011
14574,14728,0.0009246908724133157
11637,14659,0.0009203587383695542
12896,14439,0.0009065461370706047
14814,13768,0.0008644177031088084
12391,13548,0.0008506051018098589
14252,13416,0.0008423175410304892
10372,13378,0.0008399317280788523
13422,13318,0.0008361646549973206
10408,13203,0.0008289444315910516
13367,13166,0.0008266214031907737
15249,12679,0.0007960453266790081
11977,12421,0.0007798469124284217
12402,12346,0.0007751380710765071
14108,12219,0.0007671644330539317
11481,12127,0.0007613882543289163
10135,12027,0.0007551097991930301
14457,11929,0.0007489569131598617
10279,11897,0.0007469478075163782
13486,11604,0.0007285519339682317
10434,11432,0.0007177529911345075
11140,11426,0.0007173762838263543
10581,11393,0.0007153043936315118
11146,11180,0.0007019312841920743
11612,11039,0.0006930786624504748
10466,10963,0.0006883070365472012
15380,10674,0.0006701623012044902
14698,10641,0.0006680904110096477
14082,10574,0.000663883846068604
10620,10530,0.0006611213258088141
11624,10433,0.0006550312243270045
10627,10348,0.0006496945374615013
10208,10323,0.0006481249236775298
13256,10184,0.000639397871038648
12951,9764,0.0006130283594679261
11953,9680,0.0006077544571537817
11630,9664,0.0006067499043320399
11721,9505,0.0005967671606659808
11921,9405,0.0005904887055300946
14711,9384,0.0005891702299515585
11648,9135,0.000573536876663202
12441,9121,0.000572657892944178
13277,9059,0.0005687652507599285
11641,8917,0.0005598498444669702
12523,8913,0.0005595987062615347
13476,8909,0.0005593475680560992
11973,8783,0.0005514367145848827
14633,8421,0.0005287087069929747
12884,8403,0.0005275785850685152
15323,8378,0.0005260089712845437
11413,8228,0.0005165912885807144
15023,8191,0.0005142682601804366
14098,7976,0.0005007695816382812
12206,7912,0.0004967513703513141
10469,7897,0.0004958096020809312
13029,7149,0.00044884675766450257
10666,7036,0.0004417521033609512
14004,7011,0.00044018248957697966
11203,6992,0.0004389895831011613
11252,6846,0.0004298230386027675
13795,6725,0.0004222261078883452
10185,6661,0.0004182078966013781
10158,6387,0.0004010049295290499
11982,6378,0.0004004398685668202
12003,6300,0.000395542673560829
15024,6284,0.0003945381207390872
10685,6239,0.0003917128159279384
11337,6168,0.0003872551127814592
11111,6052,0.00037997210482383127
13377,6015,0.0003776490764235534
13184,5976,0.0003752004789205578
11067,5908,0.00037093112942815517
12397,5851,0.00036735241000070005
14794,5847,0.0003671012717952646
12280,5683,0.0003568046053724113
15070,5627,0.00035328867049631504
13502,5626,0.00035322588594495616
15356,5604,0.0003518446258150612
13433,5571,0.00034977273562021875
11537,5315,0.00033369989047235017
10747,5312,0.0003335115368182736
14674,5257,0.00033005838649353617
11617,5195,0.00032616574430928674
13061,5104,0.00032045235013563033
13360,5074,0.00031856881359486447
11577,5029,0.0003157435087837157
12819,4808,0.0003018681229334073
10561,4791,0.0003008007855603066
11503,4750,0.00029822661895459327
12156,4705,0.0002954013141434445
11049,4570,0.00028692539970999817
11122,4396,0.0002760008877735562
13076,4335,0.00027217103014066566
10136,4291,0.00026940850988087575
10732,4258,0.0002673366196860333
11898,4214,0.0002645740994262434
11778,4212,0.0002644485303235257
15295,4194,0.00026331840839906615
13139,4153,0.0002607442417933528
12915,3910,0.00024548759581314943
14704,3886,0.00024398076658053674
13290,3815,0.00023952306343405754
11695,3728,0.00023406080746583656
13034,3620,0.00022728007591907951
15041,3611,0.00022671501495684975
14952,3604,0.00022627552309733773
12094,3531,0.00022169225084814082
10157,3490,0.00021911808424242749
12389,3434,0.00021560214936633122
10155,3388,0.00021271406000382358
14842,3311,0.00020787964954919121
12124,3295,0.00020687509672744943
16218,3295,0.00020687509672744943
12223,3090,0.00019400426369888278
15411,3003,0.0001885420077306618
14092,3003,0.0001885420077306618
13933,2872,0.0001803172315026509
14588,2751,0.00017272030078822865
13459,2750,0.0001726575162368698
11308,2747,0.0001724691625827932
14828,2681,0.00016832538219310834
12891,2675,0.00016794867488495517
12492,2666,0.0001673836139227254
14303,2627,0.00016493501641972979
10154,2623,0.00016468387821429436
11699,2610,0.00016386767904662914
14487,2557,0.00016054009782460947
11150,2549,0.00016003782141373857
15048,2527,0.00015865656128384362
16101,2514,0.00015784036211617843
15389,2504,0.0001572125166025898
15401,2461,0.00015451278089415876
12544,2370,0.00014879938672050232
14113,2351,0.00014760648024468394
13127,2349,0.00014748091114196623
11470,2336,0.00014666471197430104
12255,2328,0.00014616243556343013
14960,2313,0.0001452206672930472
14025,2309,0.00014496952908761175
12016,2217,0.00013919335036259649
12898,2207,0.00013856550484900787
12007,2201,0.0001381887975408547
11097,2187,0.00013730981382183063
12511,2185,0.00013718424471911291
13347,2171,0.00013630526100008884
11980,2137,0.00013417058625388753
12917,2119,0.00013304046432942803
14150,2102,0.0001319731269563274
12244,2099,0.0001317847733022508
15607,2070,0.00012996402131284381
10731,2068,0.00012983845221012607
13241,2063,0.00012952452945333176
11274,2051,0.00012877111483702543
10676,2036,0.0001278293465666425
10146,2020,0.00012682479374490072
15027,2018,0.000126699224642183
14006,2007,0.00012600859457723553
12519,1972,0.00012381113527967536
14709,1962,0.00012318328976608674
10577,1875,0.00011772103379786577
10728,1849,0.00011608863546253537
14288,1839,0.00011546078994894675
10275,1821,0.00011433066802448723
14716,1782,0.00011188207052149162
11905,1740,0.00010924511936441943
15074,1675,0.00010516412352609342
10551,1662,0.00010434792435842822
11027,1661,0.00010428513980706935
12265,1653,0.00010378286339619845
12012,1627,0.00010215046506086805
14877,1623,0.00010189932685543261
14254,1613,0.00010127148134184399
11865,1603,0.00010064363582825537
11445,1599,0.00010039249762281993
10967,1573,9.876009928748952e-05
12365,1558,9.781833101710659e-05
15454,1558,9.781833101710659e-05
14520,1526,9.580922537362302e-05
10141,1492,9.367455062742172e-05
14955,1485,9.323505876790968e-05
10631,1481,9.298392056247425e-05
11867,1458,9.153987588122042e-05
10754,1454,9.128873767578497e-05
11076,1449,9.097481491899066e-05
11471,1443,9.059810761083749e-05
14256,1443,9.059810761083749e-05
10926,1442,9.053532305947864e-05
13344,1442,9.053532305947864e-05
15841,1442,9.053532305947864e-05
15991,1442,9.053532305947864e-05
13873,1441,9.047253850811977e-05
13970,1440,9.040975395676091e-05
14109,1432,8.990747754589002e-05
10361,1429,8.971912389181343e-05
12177,1423,8.934241658366025e-05
14512,1422,8.92796320323014e-05
14543,1413,8.871457107007163e-05
10918,1383,8.683103452930579e-05
10268,1375,8.63287581184349e-05
14802,1370,8.601483536164059e-05
10779,1354,8.50102825398988e-05
11013,1349,8.469635978310449e-05
12335,1327,8.331509965320954e-05
11525,1321,8.293839234505636e-05
12343,1294,8.12432094583671e-05
11315,1292,8.111764035564937e-05
14314,1278,8.023865663662531e-05
10170,1273,7.9924733879831e-05
10739,1269,7.967359567439555e-05
12888,1250,7.848068919857718e-05
11447,1247,7.82923355445006e-05
12129,1247,7.82923355445006e-05
11587,1244,7.810398189042401e-05
13121,1241,7.791562823634743e-05
10333,1240,7.785284368498856e-05
10558,1198,7.521589252791636e-05
12899,1194,7.496475432248093e-05
12902,1186,7.446247791161002e-05
13388,1126,7.069540483007831e-05
13541,1044,6.554707161865166e-05
11092,1043,6.54842870672928e-05
14237,973,6.108936847217248e-05
15582,946,5.939418558548321e-05
14231,942,5.914304738004776e-05
11468,884,5.550154340123378e-05
11415,837,5.2550669487367274e-05
13964,752,4.721398262186403e-05
14259,727,4.5644368837892485e-05
13832,664,4.16889421022842e-05
14120,657,4.124945024277217e-05
11233,573,3.597554792862778e-05
10409,523,3.283632036068469e-05
15897,503,3.158062933350746e-05
16869,418,2.624394246800421e-05
14905,363,2.279079214326681e-05
12119,321,2.015384098619462e-05
10643,302,1.8960934510376246e-05
15008,281,1.764245893184015e-05
14222,242,1.5193861428844542e-05
13829,230,1.44404468125382e-05
13983,210,1.3184755785360966e-05
10165,207,1.2996402131284381e-05
12250,172,1.0798942833724219e-05
11997,166,1.042223552557105e-05
11336,166,1.042223552557105e-05
10562,158,9.919959114700154e-06
14582,151,9.480467255188123e-06
10245,124,7.785284368498856e-06
10590,45,2.8253048111487784e-06
16133,2,1.2556910271772347e-07
