dep_delay,flight_time_delay,arr_delay,dep_delay_prop,air_delay_prop,air_adjust_prop,dep_adjust_prop
10.0,-8.0,2.0,1.0,0.0,-0.8,0.0
15.0,-12.0,3.0,1.0,0.0,-0.8,0.0
15.0,-12.0,3.0,1.0,0.0,-0.8,0.0
28.0,-22.0,6.0,1.0,0.0,-0.79,0.0
34.0,-27.0,7.0,1.0,0.0,-0.79,0.0
19.0,-15.0,4.0,1.0,0.0,-0.79,0.0
24.0,-19.0,5.0,1.0,0.0,-0.79,0.0
19.0,-15.0,4.0,1.0,0.0,-0.79,0.0
9.0,-7.0,2.0,1.0,0.0,-0.78,0.0
9.0,-7.0,2.0,1.0,0.0,-0.78,0.0
18.0,-14.0,4.0,1.0,0.0,-0.78,0.0
9.0,-7.0,2.0,1.0,0.0,-0.78,0.0
9.0,-7.0,2.0,1.0,0.0,-0.78,0.0
9.0,-7.0,2.0,1.0,0.0,-0.78,0.0
41.0,-32.0,9.0,1.0,0.0,-0.78,0.0
9.0,-7.0,2.0,1.0,0.0,-0.78,0.0
37.0,-29.0,8.0,1.0,0.0,-0.78,0.0
18.0,-14.0,4.0,1.0,0.0,-0.78,0.0
13.0,-10.0,3.0,1.0,0.0,-0.77,0.0
26.0,-20.0,6.0,1.0,0.0,-0.77,0.0
13.0,-10.0,3.0,1.0,0.0,-0.77,0.0
22.0,-17.0,5.0,1.0,0.0,-0.77,0.0
39.0,-30.0,9.0,1.0,0.0,-0.77,0.0
26.0,-20.0,6.0,1.0,0.0,-0.77,0.0
13.0,-10.0,3.0,1.0,0.0,-0.77,0.0
26.0,-20.0,6.0,1.0,0.0,-0.77,0.0
17.0,-13.0,4.0,1.0,0.0,-0.76,0.0
21.0,-16.0,5.0,1.0,0.0,-0.76,0.0
17.0,-13.0,4.0,1.0,0.0,-0.76,0.0
4.0,-3.0,1.0,1.0,0.0,-0.75,0.0
20.0,-15.0,5.0,1.0,0.0,-0.75,0.0
4.0,-3.0,1.0,1.0,0.0,-0.75,0.0
4.0,-3.0,1.0,1.0,0.0,-0.75,0.0
12.0,-9.0,3.0,1.0,0.0,-0.75,0.0
4.0,-3.0,1.0,1.0,0.0,-0.75,0.0
4.0,-3.0,1.0,1.0,0.0,-0.75,0.0
12.0,-9.0,3.0,1.0,0.0,-0.75,0.0
12.0,-9.0,3.0,1.0,0.0,-0.75,0.0
24.0,-18.0,6.0,1.0,0.0,-0.75,0.0
16.0,-12.0,4.0,1.0,0.0,-0.75,0.0
12.0,-9.0,3.0,1.0,0.0,-0.75,0.0
16.0,-12.0,4.0,1.0,0.0,-0.75,0.0
12.0,-9.0,3.0,1.0,0.0,-0.75,0.0
12.0,-9.0,3.0,1.0,0.0,-0.75,0.0
4.0,-3.0,1.0,1.0,0.0,-0.75,0.0
4.0,-3.0,1.0,1.0,0.0,-0.75,0.0
19.0,-14.0,5.0,1.0,0.0,-0.74,0.0
19.0,-14.0,5.0,1.0,0.0,-0.74,0.0
23.0,-17.0,6.0,1.0,0.0,-0.74,0.0
15.0,-11.0,4.0,1.0,0.0,-0.73,0.0
26.0,-19.0,7.0,1.0,0.0,-0.73,0.0
22.0,-16.0,6.0,1.0,0.0,-0.73,0.0
22.0,-16.0,6.0,1.0,0.0,-0.73,0.0
15.0,-11.0,4.0,1.0,0.0,-0.73,0.0
11.0,-8.0,3.0,1.0,0.0,-0.73,0.0
26.0,-19.0,7.0,1.0,0.0,-0.73,0.0
11.0,-8.0,3.0,1.0,0.0,-0.73,0.0
11.0,-8.0,3.0,1.0,0.0,-0.73,0.0
18.0,-13.0,5.0,1.0,0.0,-0.72,0.0
18.0,-13.0,5.0,1.0,0.0,-0.72,0.0
18.0,-13.0,5.0,1.0,0.0,-0.72,0.0
28.0,-20.0,8.0,1.0,0.0,-0.71,0.0
14.0,-10.0,4.0,1.0,0.0,-0.71,0.0
7.0,-5.0,2.0,1.0,0.0,-0.71,0.0
35.0,-25.0,10.0,1.0,0.0,-0.71,0.0
7.0,-5.0,2.0,1.0,0.0,-0.71,0.0
7.0,-5.0,2.0,1.0,0.0,-0.71,0.0
10.0,-7.0,3.0,1.0,0.0,-0.7,0.0
10.0,-7.0,3.0,1.0,0.0,-0.7,0.0
23.0,-16.0,7.0,1.0,0.0,-0.7,0.0
23.0,-16.0,7.0,1.0,0.0,-0.7,0.0
10.0,-7.0,3.0,1.0,0.0,-0.7,0.0
10.0,-7.0,3.0,1.0,0.0,-0.7,0.0
23.0,-16.0,7.0,1.0,0.0,-0.7,0.0
20.0,-14.0,6.0,1.0,0.0,-0.7,0.0
20.0,-14.0,6.0,1.0,0.0,-0.7,0.0
16.0,-11.0,5.0,1.0,0.0,-0.69,0.0
13.0,-9.0,4.0,1.0,0.0,-0.69,0.0
13.0,-9.0,4.0,1.0,0.0,-0.69,0.0
16.0,-11.0,5.0,1.0,0.0,-0.69,0.0
13.0,-9.0,4.0,1.0,0.0,-0.69,0.0
16.0,-11.0,5.0,1.0,0.0,-0.69,0.0
16.0,-11.0,5.0,1.0,0.0,-0.69,0.0
13.0,-9.0,4.0,1.0,0.0,-0.69,0.0
16.0,-11.0,5.0,1.0,0.0,-0.69,0.0
36.0,-25.0,11.0,1.0,0.0,-0.69,0.0
28.0,-19.0,9.0,1.0,0.0,-0.68,0.0
25.0,-17.0,8.0,1.0,0.0,-0.68,0.0
24.0,-16.0,8.0,1.0,0.0,-0.67,0.0
9.0,-6.0,3.0,1.0,0.0,-0.67,0.0
18.0,-12.0,6.0,1.0,0.0,-0.67,0.0
12.0,-8.0,4.0,1.0,0.0,-0.67,0.0
39.0,-26.0,13.0,1.0,0.0,-0.67,0.0
6.0,-4.0,2.0,1.0,0.0,-0.67,0.0
3.0,-2.0,1.0,1.0,0.0,-0.67,0.0
6.0,-4.0,2.0,1.0,0.0,-0.67,0.0
15.0,-10.0,5.0,1.0,0.0,-0.67,0.0
3.0,-2.0,1.0,1.0,0.0,-0.67,0.0
3.0,-2.0,1.0,1.0,0.0,-0.67,0.0
6.0,-4.0,2.0,1.0,0.0,-0.67,0.0
24.0,-16.0,8.0,1.0,0.0,-0.67,0.0
3.0,-2.0,1.0,1.0,0.0,-0.67,0.0
9.0,-6.0,3.0,1.0,0.0,-0.67,0.0
12.0,-8.0,4.0,1.0,0.0,-0.67,0.0
33.0,-22.0,11.0,1.0,0.0,-0.67,0.0
6.0,-4.0,2.0,1.0,0.0,-0.67,0.0
35.0,-23.0,12.0,1.0,0.0,-0.66,0.0
20.0,-13.0,7.0,1.0,0.0,-0.65,0.0
23.0,-15.0,8.0,1.0,0.0,-0.65,0.0
20.0,-13.0,7.0,1.0,0.0,-0.65,0.0
17.0,-11.0,6.0,1.0,0.0,-0.65,0.0
17.0,-11.0,6.0,1.0,0.0,-0.65,0.0
25.0,-16.0,9.0,1.0,0.0,-0.64,0.0
25.0,-16.0,9.0,1.0,0.0,-0.64,0.0
14.0,-9.0,5.0,1.0,0.0,-0.64,0.0
11.0,-7.0,4.0,1.0,0.0,-0.64,0.0
53.0,-34.0,19.0,1.0,0.0,-0.64,0.0
11.0,-7.0,4.0,1.0,0.0,-0.64,0.0
11.0,-7.0,4.0,1.0,0.0,-0.64,0.0
11.0,-7.0,4.0,1.0,0.0,-0.64,0.0
28.0,-18.0,10.0,1.0,0.0,-0.64,0.0
35.0,-22.0,13.0,1.0,0.0,-0.63,0.0
41.0,-26.0,15.0,1.0,0.0,-0.63,0.0
27.0,-17.0,10.0,1.0,0.0,-0.63,0.0
27.0,-17.0,10.0,1.0,0.0,-0.63,0.0
30.0,-19.0,11.0,1.0,0.0,-0.63,0.0
21.0,-13.0,8.0,1.0,0.0,-0.62,0.0
16.0,-10.0,6.0,1.0,0.0,-0.62,0.0
8.0,-5.0,3.0,1.0,0.0,-0.62,0.0
26.0,-16.0,10.0,1.0,0.0,-0.62,0.0
21.0,-13.0,8.0,1.0,0.0,-0.62,0.0
24.0,-15.0,9.0,1.0,0.0,-0.62,0.0
26.0,-16.0,10.0,1.0,0.0,-0.62,0.0
8.0,-5.0,3.0,1.0,0.0,-0.62,0.0
28.0,-17.0,11.0,1.0,0.0,-0.61,0.0
18.0,-11.0,7.0,1.0,0.0,-0.61,0.0
18.0,-11.0,7.0,1.0,0.0,-0.61,0.0
18.0,-11.0,7.0,1.0,0.0,-0.61,0.0
36.0,-22.0,14.0,1.0,0.0,-0.61,0.0
23.0,-14.0,9.0,1.0,0.0,-0.61,0.0
25.0,-15.0,10.0,1.0,0.0,-0.6,0.0
15.0,-9.0,6.0,1.0,0.0,-0.6,0.0
5.0,-3.0,2.0,1.0,0.0,-0.6,0.0
42.0,-25.0,17.0,1.0,0.0,-0.6,0.0
10.0,-6.0,4.0,1.0,0.0,-0.6,0.0
10.0,-6.0,4.0,1.0,0.0,-0.6,0.0
20.0,-12.0,8.0,1.0,0.0,-0.6,0.0
5.0,-3.0,2.0,1.0,0.0,-0.6,0.0
5.0,-3.0,2.0,1.0,0.0,-0.6,0.0
30.0,-18.0,12.0,1.0,0.0,-0.6,0.0
15.0,-9.0,6.0,1.0,0.0,-0.6,0.0
5.0,-3.0,2.0,1.0,0.0,-0.6,0.0
5.0,-3.0,2.0,1.0,0.0,-0.6,0.0
10.0,-6.0,4.0,1.0,0.0,-0.6,0.0
20.0,-12.0,8.0,1.0,0.0,-0.6,0.0
17.0,-10.0,7.0,1.0,0.0,-0.59,0.0
17.0,-10.0,7.0,1.0,0.0,-0.59,0.0
34.0,-20.0,14.0,1.0,0.0,-0.59,0.0
32.0,-19.0,13.0,1.0,0.0,-0.59,0.0
44.0,-26.0,18.0,1.0,0.0,-0.59,0.0
22.0,-13.0,9.0,1.0,0.0,-0.59,0.0
22.0,-13.0,9.0,1.0,0.0,-0.59,0.0
34.0,-20.0,14.0,1.0,0.0,-0.59,0.0
22.0,-13.0,9.0,1.0,0.0,-0.59,0.0
12.0,-7.0,5.0,1.0,0.0,-0.58,0.0
33.0,-19.0,14.0,1.0,0.0,-0.58,0.0
33.0,-19.0,14.0,1.0,0.0,-0.58,0.0
19.0,-11.0,8.0,1.0,0.0,-0.58,0.0
12.0,-7.0,5.0,1.0,0.0,-0.58,0.0
12.0,-7.0,5.0,1.0,0.0,-0.58,0.0
24.0,-14.0,10.0,1.0,0.0,-0.58,0.0
35.0,-20.0,15.0,1.0,0.0,-0.57,0.0
47.0,-27.0,20.0,1.0,0.0,-0.57,0.0
44.0,-25.0,19.0,1.0,0.0,-0.57,0.0
21.0,-12.0,9.0,1.0,0.0,-0.57,0.0
14.0,-8.0,6.0,1.0,0.0,-0.57,0.0
21.0,-12.0,9.0,1.0,0.0,-0.57,0.0
14.0,-8.0,6.0,1.0,0.0,-0.57,0.0
7.0,-4.0,3.0,1.0,0.0,-0.57,0.0
9.0,-5.0,4.0,1.0,0.0,-0.56,0.0
16.0,-9.0,7.0,1.0,0.0,-0.56,0.0
9.0,-5.0,4.0,1.0,0.0,-0.56,0.0
81.0,-45.0,36.0,1.0,0.0,-0.56,0.0
9.0,-5.0,4.0,1.0,0.0,-0.56,0.0
34.0,-19.0,15.0,1.0,0.0,-0.56,0.0
16.0,-9.0,7.0,1.0,0.0,-0.56,0.0
27.0,-15.0,12.0,1.0,0.0,-0.56,0.0
45.0,-25.0,20.0,1.0,0.0,-0.56,0.0
16.0,-9.0,7.0,1.0,0.0,-0.56,0.0
27.0,-15.0,12.0,1.0,0.0,-0.56,0.0
45.0,-25.0,20.0,1.0,0.0,-0.56,0.0
31.0,-17.0,14.0,1.0,0.0,-0.55,0.0
29.0,-16.0,13.0,1.0,0.0,-0.55,0.0
11.0,-6.0,5.0,1.0,0.0,-0.55,0.0
29.0,-16.0,13.0,1.0,0.0,-0.55,0.0
11.0,-6.0,5.0,1.0,0.0,-0.55,0.0
29.0,-16.0,13.0,1.0,0.0,-0.55,0.0
28.0,-15.0,13.0,1.0,0.0,-0.54,0.0
13.0,-7.0,6.0,1.0,0.0,-0.54,0.0
37.0,-20.0,17.0,1.0,0.0,-0.54,0.0
79.0,-43.0,36.0,1.0,0.0,-0.54,0.0
26.0,-14.0,12.0,1.0,0.0,-0.54,0.0
39.0,-21.0,18.0,1.0,0.0,-0.54,0.0
35.0,-19.0,16.0,1.0,0.0,-0.54,0.0
53.0,-28.0,25.0,1.0,0.0,-0.53,0.0
30.0,-16.0,14.0,1.0,0.0,-0.53,0.0
38.0,-20.0,18.0,1.0,0.0,-0.53,0.0
15.0,-8.0,7.0,1.0,0.0,-0.53,0.0
32.0,-17.0,15.0,1.0,0.0,-0.53,0.0
17.0,-9.0,8.0,1.0,0.0,-0.53,0.0
17.0,-9.0,8.0,1.0,0.0,-0.53,0.0
17.0,-9.0,8.0,1.0,0.0,-0.53,0.0
62.0,-33.0,29.0,1.0,0.0,-0.53,0.0
27.0,-14.0,13.0,1.0,0.0,-0.52,0.0
27.0,-14.0,13.0,1.0,0.0,-0.52,0.0
50.0,-26.0,24.0,1.0,0.0,-0.52,0.0
23.0,-12.0,11.0,1.0,0.0,-0.52,0.0
25.0,-13.0,12.0,1.0,0.0,-0.52,0.0
29.0,-15.0,14.0,1.0,0.0,-0.52,0.0
26.0,-13.0,13.0,1.0,0.0,-0.5,0.0
8.0,-4.0,4.0,1.0,0.0,-0.5,0.0
24.0,-12.0,12.0,1.0,0.0,-0.5,0.0
4.0,-2.0,2.0,1.0,0.0,-0.5,0.0
12.0,-6.0,6.0,1.0,0.0,-0.5,0.0
4.0,-2.0,2.0,1.0,0.0,-0.5,0.0
2.0,-1.0,1.0,1.0,0.0,-0.5,0.0
34.0,-17.0,17.0,1.0,0.0,-0.5,0.0
16.0,-8.0,8.0,1.0,0.0,-0.5,0.0
6.0,-3.0,3.0,1.0,0.0,-0.5,0.0
6.0,-3.0,3.0,1.0,0.0,-0.5,0.0
26.0,-13.0,13.0,1.0,0.0,-0.5,0.0
6.0,-3.0,3.0,1.0,0.0,-0.5,0.0
16.0,-8.0,8.0,1.0,0.0,-0.5,0.0
4.0,-2.0,2.0,1.0,0.0,-0.5,0.0
16.0,-8.0,8.0,1.0,0.0,-0.5,0.0
36.0,-18.0,18.0,1.0,0.0,-0.5,0.0
4.0,-2.0,2.0,1.0,0.0,-0.5,0.0
38.0,-19.0,19.0,1.0,0.0,-0.5,0.0
2.0,-1.0,1.0,1.0,0.0,-0.5,0.0
22.0,-11.0,11.0,1.0,0.0,-0.5,0.0
16.0,-8.0,8.0,1.0,0.0,-0.5,0.0
14.0,-7.0,7.0,1.0,0.0,-0.5,0.0
18.0,-9.0,9.0,1.0,0.0,-0.5,0.0
8.0,-4.0,4.0,1.0,0.0,-0.5,0.0
16.0,-8.0,8.0,1.0,0.0,-0.5,0.0
4.0,-2.0,2.0,1.0,0.0,-0.5,0.0
6.0,-3.0,3.0,1.0,0.0,-0.5,0.0
30.0,-15.0,15.0,1.0,0.0,-0.5,0.0
8.0,-4.0,4.0,1.0,0.0,-0.5,0.0
10.0,-5.0,5.0,1.0,0.0,-0.5,0.0
36.0,-18.0,18.0,1.0,0.0,-0.5,0.0
20.0,-10.0,10.0,1.0,0.0,-0.5,0.0
41.0,-20.0,21.0,1.0,0.0,-0.49,0.0
43.0,-21.0,22.0,1.0,0.0,-0.49,0.0
39.0,-19.0,20.0,1.0,0.0,-0.49,0.0
23.0,-11.0,12.0,1.0,0.0,-0.48,0.0
29.0,-14.0,15.0,1.0,0.0,-0.48,0.0
56.0,-27.0,29.0,1.0,0.0,-0.48,0.0
23.0,-11.0,12.0,1.0,0.0,-0.48,0.0
23.0,-11.0,12.0,1.0,0.0,-0.48,0.0
23.0,-11.0,12.0,1.0,0.0,-0.48,0.0
31.0,-15.0,16.0,1.0,0.0,-0.48,0.0
27.0,-13.0,14.0,1.0,0.0,-0.48,0.0
23.0,-11.0,12.0,1.0,0.0,-0.48,0.0
27.0,-13.0,14.0,1.0,0.0,-0.48,0.0
15.0,-7.0,8.0,1.0,0.0,-0.47,0.0
38.0,-18.0,20.0,1.0,0.0,-0.47,0.0
91.0,-43.0,48.0,1.0,0.0,-0.47,0.0
30.0,-14.0,16.0,1.0,0.0,-0.47,0.0
53.0,-25.0,28.0,1.0,0.0,-0.47,0.0
34.0,-16.0,18.0,1.0,0.0,-0.47,0.0
15.0,-7.0,8.0,1.0,0.0,-0.47,0.0
13.0,-6.0,7.0,1.0,0.0,-0.46,0.0
37.0,-17.0,20.0,1.0,0.0,-0.46,0.0
24.0,-11.0,13.0,1.0,0.0,-0.46,0.0
39.0,-18.0,21.0,1.0,0.0,-0.46,0.0
24.0,-11.0,13.0,1.0,0.0,-0.46,0.0
13.0,-6.0,7.0,1.0,0.0,-0.46,0.0
22.0,-10.0,12.0,1.0,0.0,-0.45,0.0
11.0,-5.0,6.0,1.0,0.0,-0.45,0.0
38.0,-17.0,21.0,1.0,0.0,-0.45,0.0
20.0,-9.0,11.0,1.0,0.0,-0.45,0.0
20.0,-9.0,11.0,1.0,0.0,-0.45,0.0
29.0,-13.0,16.0,1.0,0.0,-0.45,0.0
20.0,-9.0,11.0,1.0,0.0,-0.45,0.0
53.0,-24.0,29.0,1.0,0.0,-0.45,0.0
20.0,-9.0,11.0,1.0,0.0,-0.45,0.0
40.0,-18.0,22.0,1.0,0.0,-0.45,0.0
55.0,-25.0,30.0,1.0,0.0,-0.45,0.0
22.0,-10.0,12.0,1.0,0.0,-0.45,0.0
51.0,-23.0,28.0,1.0,0.0,-0.45,0.0
32.0,-14.0,18.0,1.0,0.0,-0.44,0.0
18.0,-8.0,10.0,1.0,0.0,-0.44,0.0
16.0,-7.0,9.0,1.0,0.0,-0.44,0.0
9.0,-4.0,5.0,1.0,0.0,-0.44,0.0
39.0,-17.0,22.0,1.0,0.0,-0.44,0.0
43.0,-19.0,24.0,1.0,0.0,-0.44,0.0
36.0,-16.0,20.0,1.0,0.0,-0.44,0.0
9.0,-4.0,5.0,1.0,0.0,-0.44,0.0
14.0,-6.0,8.0,1.0,0.0,-0.43,0.0
21.0,-9.0,12.0,1.0,0.0,-0.43,0.0
30.0,-13.0,17.0,1.0,0.0,-0.43,0.0
37.0,-16.0,21.0,1.0,0.0,-0.43,0.0
68.0,-29.0,39.0,1.0,0.0,-0.43,0.0
7.0,-3.0,4.0,1.0,0.0,-0.43,0.0
49.0,-21.0,28.0,1.0,0.0,-0.43,0.0
28.0,-12.0,16.0,1.0,0.0,-0.43,0.0
21.0,-9.0,12.0,1.0,0.0,-0.43,0.0
23.0,-10.0,13.0,1.0,0.0,-0.43,0.0
7.0,-3.0,4.0,1.0,0.0,-0.43,0.0
7.0,-3.0,4.0,1.0,0.0,-0.43,0.0
7.0,-3.0,4.0,1.0,0.0,-0.43,0.0
12.0,-5.0,7.0,1.0,0.0,-0.42,0.0
12.0,-5.0,7.0,1.0,0.0,-0.42,0.0
19.0,-8.0,11.0,1.0,0.0,-0.42,0.0
33.0,-14.0,19.0,1.0,0.0,-0.42,0.0
24.0,-10.0,14.0,1.0,0.0,-0.42,0.0
19.0,-8.0,11.0,1.0,0.0,-0.42,0.0
12.0,-5.0,7.0,1.0,0.0,-0.42,0.0
52.0,-22.0,30.0,1.0,0.0,-0.42,0.0
38.0,-16.0,22.0,1.0,0.0,-0.42,0.0
26.0,-11.0,15.0,1.0,0.0,-0.42,0.0
12.0,-5.0,7.0,1.0,0.0,-0.42,0.0
27.0,-11.0,16.0,1.0,0.0,-0.41,0.0
34.0,-14.0,20.0,1.0,0.0,-0.41,0.0
32.0,-13.0,19.0,1.0,0.0,-0.41,0.0
27.0,-11.0,16.0,1.0,0.0,-0.41,0.0
32.0,-13.0,19.0,1.0,0.0,-0.41,0.0
17.0,-7.0,10.0,1.0,0.0,-0.41,0.0
25.0,-10.0,15.0,1.0,0.0,-0.4,0.0
43.0,-17.0,26.0,1.0,0.0,-0.4,0.0
15.0,-6.0,9.0,1.0,0.0,-0.4,0.0
25.0,-10.0,15.0,1.0,0.0,-0.4,0.0
5.0,-2.0,3.0,1.0,0.0,-0.4,0.0
5.0,-2.0,3.0,1.0,0.0,-0.4,0.0
15.0,-6.0,9.0,1.0,0.0,-0.4,0.0
10.0,-4.0,6.0,1.0,0.0,-0.4,0.0
15.0,-6.0,9.0,1.0,0.0,-0.4,0.0
40.0,-16.0,24.0,1.0,0.0,-0.4,0.0
5.0,-2.0,3.0,1.0,0.0,-0.4,0.0
15.0,-6.0,9.0,1.0,0.0,-0.4,0.0
5.0,-2.0,3.0,1.0,0.0,-0.4,0.0
47.0,-19.0,28.0,1.0,0.0,-0.4,0.0
10.0,-4.0,6.0,1.0,0.0,-0.4,0.0
5.0,-2.0,3.0,1.0,0.0,-0.4,0.0
42.0,-17.0,25.0,1.0,0.0,-0.4,0.0
31.0,-12.0,19.0,1.0,0.0,-0.39,0.0
36.0,-14.0,22.0,1.0,0.0,-0.39,0.0
38.0,-15.0,23.0,1.0,0.0,-0.39,0.0
51.0,-20.0,31.0,1.0,0.0,-0.39,0.0
23.0,-9.0,14.0,1.0,0.0,-0.39,0.0
66.0,-26.0,40.0,1.0,0.0,-0.39,0.0
18.0,-7.0,11.0,1.0,0.0,-0.39,0.0
74.0,-29.0,45.0,1.0,0.0,-0.39,0.0
36.0,-14.0,22.0,1.0,0.0,-0.39,0.0
69.0,-27.0,42.0,1.0,0.0,-0.39,0.0
57.0,-22.0,35.0,1.0,0.0,-0.39,0.0
28.0,-11.0,17.0,1.0,0.0,-0.39,0.0
23.0,-9.0,14.0,1.0,0.0,-0.39,0.0
49.0,-19.0,30.0,1.0,0.0,-0.39,0.0
18.0,-7.0,11.0,1.0,0.0,-0.39,0.0
72.0,-28.0,44.0,1.0,0.0,-0.39,0.0
